pair_ID	gi_score	Zn_starvation_reg	Proteasome	PPI_overlap	PPI_total	Te_homolog_num	Ch_homolog_num	Localized_Golgi_to_ER	Localized_cytoplasm	Min_mRNA_halflife	Total_mRNA_halflife
YCR008W_YKL048C	0.02762725	0	0	1.265822785	79	0	0	0	0	17	61
YCR008W_YKL101W	0.02373495	0	0	5.072463768	138	0	0	0	0	17	54
YCR008W_YKL116C	0.027482	0	0	1.176470588	85	0	0	0	1	17	50
YCR008W_YKL139W	0.454246	0	0	0.934579439	107	0	0	0	1	17	48
YCR008W_YKL161C	0.05932295	0	0	1.315789474	76	0	0	0	0	17	40
YCR008W_YKL166C	-0.0138082	0	0	1.298701299	154	0	0	0	1	16	33
YCR008W_YKL168C	0.0034568	0	0	7.246376812	69	0	0	0	1	17	61
YCR008W_YKL171W	0.03042675	0	0	1.923076923	104	0	0	0	0	17	78
YCR008W_YKL198C	0.006066	0	0	1.538461538	65	0	0	0	0	17	56
YCR008W_YLL019C	-0.075688	0	0	2.43902439	82	0	0	0	0	38	38
YCR008W_YLR096W	0.0193507	0	0	1.351351351	148	0	0	0	0	17	50
YCR008W_YLR113W	-0.04327475	0	0	0	100	0	0	0	1	17	49
YCR008W_YLR248W	0.00511205	0	0	2.222222222	90	0	0	0	1	17	65
YCR008W_YMR104C	0.00928755	0	0	0	72	0	0	0	1	38	38
YCR008W_YMR139W	0.0783858	0	0	2.02020202	99	0	0	0	1	17	67
YCR008W_YMR291W	0.00695295	0	0	0	72	0	0	0	1	17	81
YCR008W_YNL020C	0.02023045	0	0	1.298701299	77	0	0	0	0	17	44
YCR008W_YNR031C	0.02130705	0	0	2.898550725	69	0	0	0	1	17	46
YCR008W_YNR047W	0.00456225	0	0	0	61	0	0	0	1	17	71
YCR008W_YOL016C	0.02206225	0	0	4.95049505	101	0	0	0	1	17	58
YCR008W_YOL045W	0.01628905	0	0	0	81	0	0	0	1	17	66
YCR008W_YOL113W	0.0098197	0	0	1.904761905	105	0	0	0	0	17	60
YCR008W_YOL128C	0.05800375	0	0	1.25	80	0	0	0	0	17	55
YCR008W_YOR061W	-0.0008945	0	0	0.862068966	116	0	0	0	1	17	45
YCR008W_YOR231W	0.01169675	0	0	2.380952381	84	0	0	0	0	17	62
YCR008W_YOR233W	0.015156	0	0	5.952380952	84	0	0	0	0	17	46
YCR008W_YOR267C	0.00732025	0	0	2.777777778	108	0	0	0	1	17	57
YCR008W_YOR351C	-0.0408678	0	0	3.50877193	114	0	0	0	0	38	38
YCR008W_YPL026C	0.0099153	0	0	4	100	0	0	0	1	17	132
YCR008W_YPL031C	0.0203205	0	0	1.63599182	489	0	0	0	1	17	59
YCR008W_YPL042C	0.04551625	0	0	0.99009901	101	0	0	0	0	17	49
YCR008W_YPL140C	0.0121415	0	0	4.109589041	73	0	0	0	1	17	46
YCR008W_YPL141C	-0.00132625	0	0	4.827586207	145	0	0	0	1	17	34
YCR008W_YPL150W	0.02340495	0	0	2.127659574	94	0	0	0	0	17	58
YCR008W_YPL153C	0.0195786	0	0	1.19760479	167	0	0	0	0	17	55
YCR008W_YPL203W	-0.034205	0	0	3.875968992	129	0	0	0	0	17	65
YCR008W_YPL209C	-0.0540988	0	0	2.941176471	136	0	0	0	0	17	34
YCR008W_YPR054W	0.00635905	0	0	0	73	0	0	0	0	38	38
YCR008W_YPR111W	0.0316327	0	0	0	66	0	0	0	1	17	51
YCR008W_YPR161C	-0.0302533	0	0	8.26446281	121	0	0	0	0	17	45
YCR009C_YDR388W	0.099656	0	0	10.90909091	110	0	0	0	1	32	72
YCR010C_YDR384C	-0.004534	0	0	0	8	0	0	0	0	8	83
YCR010C_YNR002C	-0.03811245	0	0	0	6	0	0	0	0	38	38
YCR011C_YDR091C	0.02288745	0	0	0	54	0	0	0	1	15	62
YCR011C_YDR406W	-0.007294	0	0	18.75	16	0	0	0	0	38	38
YCR011C_YFL028C	-0.0075316	0	0	0	16	0	0	0	1	35	82
YCR011C_YKL209C	-0.02761175	0	0	9.523809524	21	0	0	0	0	47	94
YCR011C_YLL048C	0.0134326	0	0	10	20	0	0	0	0	46	93
YCR011C_YLR188W	0.00016125	0	0	0	14	0	0	0	0	27	74
YCR011C_YMR301C	0.000837	0	0	0	13	0	0	0	0	22	69
YCR011C_YOL075C	0.0087474	0	0	16.12903226	31	0	0	0	0	43	90
YCR011C_YOR153W	-0.0253435	0	0	7.01754386	57	0	0	0	0	20	67
YCR011C_YOR328W	0.0091525	0	0	15.15151515	33	0	0	0	0	43	90
YCR011C_YPL058C	0.014115	0	0	7.692307692	26	0	0	0	0	28	75
YCR011C_YPL270W	-0.0245814	0	0	0	53	0	0	0	0	47	99
YCR021C_YDR033W	-0.0064848	0	0	0	53	0	0	0	0	38	38
YCR027C_YFL005W	0.0089463	0	0	0	23	0	0	0	1	17	56
YCR027C_YFL038C	-0.00976825	0	0	0	32	0	0	0	1	17	65
YCR027C_YGR152C	0.0248913	0	0	0	10	0	0	0	2	38	38
YCR027C_YIL118W	-0.15528935	0	0	12.5	8	0	0	0	1	17	47
YCR027C_YKR014C	-0.0992807	0	0	0	20	0	0	0	2	17	70
YCR027C_YKR055W	0.04204305	0	0	0	8	0	0	0	2	38	38
YCR027C_YLR229C	-0.0745419	0	0	0	30	0	0	0	1	17	55
YCR027C_YLR262C	-0.00070045	0	0	0	23	0	0	0	1	38	38
YCR027C_YML001W	0.0073852	0	0	0	61	0	0	0	2	17	59
YCR027C_YML064C	-0.3980351	0	0	0	86	0	0	0	1	17	39
YCR027C_YNL090W	0.05919695	0	0	8.333333333	12	0	0	0	2	17	61
YCR027C_YNL093W	0.0151315	0	0	0	20	0	0	0	1	38	38
YCR027C_YNL098C	-0.04518475	0	0	0	15	0	0	0	2	17	42
YCR027C_YOR089C	0.0799103	0	0	0	22	0	0	0	2	17	58
YCR027C_YOR101W	-0.0201335	0	0	0	5	0	0	0	2	12	29
YCR027C_YOR185C	-0.01631975	0	0	0	11	0	0	0	2	38	38
YCR031C_YJL191W	-0.413499	0	0	75	4	0	0	0	1	17	50
YCR034W_YJL196C	0.004816	0	0	17.39130435	23	0	0	0	0	14	41
YCR036W_YJR105W	-0.001366	0	0	0	2	0	0	0	2	28	84
YCR037C_YJL198W	0.02135	0	0	28.57142857	7	0	0	0	0	9	52
YCR037C_YNR013C	0.024204	0	0	8.333333333	12	0	0	0	0	38	81
YCR045C_YOR003W	0.020236	0	0	0	53	0	0	0	0	38	38
YCR048W_YNR019W	-0.0728232	0	0	0	53	0	0	0	0	24	65
YCR051W_YGL242C	0.0306195	0	0	0	3	0	0	0	1	16	49
YCR052W_YNR023W	0.0185267	0	0	0	53	0	0	0	0	28	57
YCR059C_YDL177C	-0.0114072	0	0	0	53	0	0	0	1	38	38
YCR060W_YOR027W	0.0036625	0	0	8.333333333	24	0	0	0	2	12	30
YCR065W_YIL131C	0.0332085	0	0	0	34	0	0	0	1	38	38
YCR065W_YNL068C	0.0408242	0	0	0	16	0	0	0	1	16	52
YCR067C_YNR026C	-0.08541715	0	0	25	4	0	0	0	0	38	38
YCR069W_YDR155C	-0.0146081	0	0	0	13	0	0	0	1	38	38
YCR069W_YDR304C	-0.0200825	0	0	0	4	0	0	0	0	52	108
YCR069W_YHR057C	0.0024329	0	0	0	3	0	0	0	0	46	102
YCR069W_YJR032W	0.0064639	0	0	0	19	0	0	0	1	17	73
YCR069W_YLR216C	-0.0255416	0	0	0	19	0	0	0	1	56	114
YCR069W_YML078W	0.019027	0	0	0	2	0	0	0	0	24	80
YCR069W_YNR028W	0.0025269	0	0	0	53	0	0	0	0	21	77
YCR072C_YDL145C	-0.00172552	0	0	0	51	0	0	1	0	8	41
YCR072C_YFL009W	0.06898888	0	0	1.694915254	59	0	0	0	0	8	29
YCR072C_YGL004C	-0.0233476	0	0	0	48	0	0	0	1	38	38
YCR072C_YGL116W	-0.08123552	0	0	0	60	0	0	0	1	8	38
YCR072C_YGL137W	-0.04223832	0	0	0	96	0	0	1	0	8	38
YCR072C_YGR200C	0.09074108	0	0	0	42	0	0	0	1	8	16
YCR072C_YIL046W	-0.10215108	0	0	0	50	0	0	0	1	8	67
YCR072C_YJL112W	-0.018073	0	0	0	45	0	0	0	0	8	31
YCR072C_YKL021C	-0.00989416	0	0	18.96551724	58	0	0	0	0	38	38
YCR072C_YKL213C	0.04578932	0	0	0	66	0	0	0	1	8	52
YCR072C_YKR036C	-0.037739	0	0	0	50	0	0	0	0	8	34
YCR072C_YLL011W	0.01325964	0	0	0	37	0	0	0	0	8	18
YCR072C_YLR208W	0.09743268	0	0	0	93	0	0	0	0	8	42
YCR072C_YLR222C	0.05281088	0	0	0	48	0	0	0	0	38	38
YCR072C_YLR429W	-0.013555	0	0	0	53	0	0	0	0	8	38
YCR072C_YMR092C	0.0153378	0	0	0	31	0	0	0	0	8	60
YCR072C_YMR093W	-0.05628912	0	0	4	50	0	0	0	0	8	22
YCR072C_YMR116C	0.0581334	0	0	0	39	0	0	0	0	8	18
YCR072C_YNL006W	0.09824172	0	0	0	43	0	0	0	0	8	54
YCR072C_YOR269W	-0.0283452	0	0	0	74	0	0	0	1	8	25
YCR072C_YOR272W	0.02479704	0	0	25	56	0	0	0	0	7	15
YCR072C_YPL183C	0.0459654	0	0	0	31	0	0	0	1	7	15
YCR072C_YPR178W	0.00924928	0	0	0	53	0	0	0	1	8	47
YCR073C_YDL025C	0.0373496	0	0	0	61	0	0	0	0	50	108
YCR073C_YDL101C	-0.018014	0	0	1.351351351	74	0	0	0	0	41	99
YCR073C_YDL214C	-0.0352	0	0	3.225806452	62	0	0	0	0	42	100
YCR073C_YDR122W	-0.0129824	0	0	0	51	0	0	0	1	58	117
YCR073C_YDR247W	0.05814	0	0	1.162790698	86	0	0	0	1	50	108
YCR073C_YDR283C	-0.02374	0	0	0	72	0	0	0	1	47	105
YCR073C_YDR466W	0.0137836	0	0	1.639344262	61	0	0	0	0	49	107
YCR073C_YDR477W	0.06985	0	0	2.392344498	209	0	0	0	1	38	96
YCR073C_YDR490C	-0.0219	0	0	0	43	0	0	0	0	41	99
YCR073C_YDR507C	-0.00958	0	0	0	80	0	0	0	1	37	95
YCR073C_YDR523C	0.037338	0	0	0	73	0	0	0	1	38	38
YCR073C_YER129W	0.0373256	0	0	0	45	0	0	0	1	40	98
YCR073C_YFL033C	0.012192	0	0	0	45	0	0	0	1	57	115
YCR073C_YFR014C	-0.014272	0	0	1.015228426	197	0	0	0	1	46	104
YCR073C_YGL158W	-0.01489	0	0	2.48447205	161	0	0	0	0	6	64
YCR073C_YGL179C	0.032746	0	0	1.904761905	105	0	0	0	0	38	96
YCR073C_YGL180W	0.0008236	0	0	0.78125	256	0	0	0	0	58	119
YCR073C_YGR040W	-0.0411064	0	0	1.379310345	145	0	0	0	1	20	78
YCR073C_YGR052W	0.001762	0	0	2.857142857	70	0	0	0	1	16	74
YCR073C_YGR092W	-0.2133452	0	0	2.941176471	136	0	0	0	1	36	94
YCR073C_YHR030C	0.0208384	0	0	1.086956522	92	0	0	0	1	34	92
YCR073C_YHR079C	0.0054604	0	0	5.825242718	103	0	0	0	0	28	86
YCR073C_YHR082C	0.0239316	0	0	1.769911504	226	0	0	0	1	43	101
YCR073C_YHR135C	0.001008	0	0	1.377410468	363	0	0	0	1	42	100
YCR073C_YIL035C	-0.011972	0	0	1.438848921	139	0	0	0	1	41	99
YCR073C_YIL095W	0.02157	0	0	0.943396226	106	0	0	0	0	33	91
YCR073C_YJL095W	0.014956	0	0	1.333333333	150	0	0	0	1	16	74
YCR073C_YJL106W	-0.0259184	0	0	3	100	0	0	0	0	26	84
YCR073C_YJL128C	0.066874	0	0	3.921568627	51	0	0	0	1	34	92
YCR073C_YJL141C	-0.034128	0	0	0	80	0	0	0	0	38	38
YCR073C_YJL164C	-0.0055504	0	0	0.3125	320	0	0	0	1	48	106
YCR073C_YJL165C	-0.0192356	0	0	10.20408163	49	0	0	0	0	36	94
YCR073C_YJL187C	-0.0052624	0	0	0.606060606	165	0	0	0	0	40	98
YCR073C_YJR059W	0.04726	0	0	1.298701299	231	0	0	0	1	43	101
YCR073C_YKL048C	-0.007018	0	0	0	49	0	0	0	0	44	102
YCR073C_YKL101W	-0.0300996	0	0	1.785714286	112	0	0	0	0	37	95
YCR073C_YKL116C	-0.050556	0	0	1.851851852	54	0	0	0	1	33	91
YCR073C_YKL139W	0.506032	0	0	1.315789474	76	0	0	0	1	31	89
YCR073C_YKL161C	0.0222964	0	0	0	46	0	0	0	0	23	81
YCR073C_YKL166C	0.0547856	0	0	3.305785124	121	0	0	0	1	16	74
YCR073C_YKL168C	-0.0141344	0	0	0	43	0	0	0	1	44	102
YCR073C_YKL198C	-0.012528	0	0	0	35	0	0	0	0	39	97
YCR073C_YLL019C	-0.005896	0	0	1.923076923	52	0	0	0	0	38	38
YCR073C_YLR096W	-0.0397256	0	0	0	119	0	0	0	0	33	91
YCR073C_YLR113W	-0.002702	0	0	2.985074627	67	0	0	0	1	32	90
YCR073C_YLR248W	0.0483236	0	0	3.389830508	59	0	0	0	1	48	106
YCR073C_YMR104C	0.0191196	0	0	0	41	0	0	0	1	38	38
YCR073C_YMR139W	-0.0096664	0	0	1.449275362	69	0	0	0	1	50	108
YCR073C_YMR291W	5.64E-05	0	0	2.5	40	0	0	0	1	58	122
YCR073C_YNL020C	-0.0067636	0	0	0	47	0	0	0	0	27	85
YCR073C_YNL154C	-0.0070504	0	0	3.149606299	254	0	0	0	1	32	90
YCR073C_YNR031C	-0.0205364	0	0	8.108108108	37	0	0	0	1	29	87
YCR073C_YNR047W	0.007402	0	0	0	30	0	0	0	1	54	112
YCR073C_YOL016C	0.008502	0	0	2.739726027	73	0	0	0	1	41	99
YCR073C_YOL045W	0.0146076	0	0	0	50	0	0	0	1	49	107
YCR073C_YOL113W	0.0356224	0	0	4.109589041	73	0	0	0	0	43	101
YCR073C_YOL128C	0.00527	0	0	0	50	0	0	0	0	38	96
YCR073C_YOR061W	-0.031844	0	0	2.380952381	84	0	0	0	1	28	86
YCR073C_YOR231W	-0.007874	0	0	3.773584906	53	0	0	0	0	45	103
YCR073C_YOR233W	-0.001348	0	0	7.407407407	54	0	0	0	0	29	87
YCR073C_YOR267C	-0.008862	0	0	3.896103896	77	0	0	0	1	40	98
YCR073C_YOR351C	0.0546224	0	0	2.352941176	85	0	0	0	0	38	38
YCR073C_YPL026C	0.0185976	0	0	2.816901408	71	0	0	0	1	58	173
YCR073C_YPL031C	0.004236	0	0	0.647948164	463	0	0	0	1	42	100
YCR073C_YPL042C	-0.02333	0	0	1.428571429	70	0	0	0	0	32	90
YCR073C_YPL140C	0.004168	0	0	0	45	0	0	0	1	29	87
YCR073C_YPL141C	-0.01439	0	0	4.310344828	116	0	0	0	1	17	75
YCR073C_YPL150W	-0.0068596	0	0	0	65	0	0	0	0	41	99
YCR073C_YPL153C	0.0217112	0	0	2.985074627	134	0	0	0	0	38	96
YCR073C_YPL203W	0.03394	0	0	0	103	0	0	0	0	48	106
YCR073C_YPL204W	-0.0966064	0	0	1.530612245	196	0	0	0	1	36	94
YCR073C_YPL209C	-0.0288296	0	0	0	109	0	0	0	0	17	75
YCR073C_YPR054W	0.0075476	0	0	0	42	0	0	0	0	38	38
YCR073C_YPR111W	0.0090184	0	0	0	35	0	0	0	1	34	92
YCR073C_YPR161C	-0.2027936	0	0	0	100	0	0	0	0	28	86
YCR073W-A_YGR248W	-0.05190925	0	0	0	4	0	0	0	2	38	38
YCR073W-A_YHR163W	-0.05141025	0	0	0	53	0	0	0	2	38	84
YCR073W-A_YNR034W	0.0017987	0	0	0	12	0	0	0	2	28	66
YCR083W_YER174C	0.0200228	0	0	0	6	0	0	0	1	55	167
YCR083W_YGR209C	-0.0062822	0	0	0	24	0	0	0	1	40	152
YCR083W_YLR043C	-0.011473	0	0	0	11	0	0	0	1	32	144
YCR088W_YHL002W	-5.05E-05	0	0	4.225352113	71	0	0	0	0	36	83
YCR089W_YKR102W	0.041859	0	0	0	53	0	0	0	0	53	117
YCR089W_YLR110C	0.0185011	0	0	0	5	0	0	0	0	33	97
YCR091W_YDL025C	-0.0500584	0	0	4.285714286	70	0	0	0	0	42	92
YCR091W_YDL028C	-0.2707014	0	0	2.105263158	95	0	0	0	0	40	82
YCR091W_YDL079C	-0.05673	0	0	0	45	0	0	0	0	38	38
YCR091W_YDL101C	-0.005669	0	0	2.352941176	85	0	0	0	0	41	83
YCR091W_YDL108W	-0.05221	0	0	0	77	0	0	0	0	22	64
YCR091W_YDL214C	0.0006	0	0	11.76470588	68	0	0	0	0	42	84
YCR091W_YDR122W	-0.0034804	0	0	0	63	0	0	0	1	42	101
YCR091W_YDR247W	-0.00231	0	0	1.020408163	98	0	0	0	1	42	92
YCR091W_YDR283C	0.00941	0	0	1.204819277	83	0	0	0	1	42	89
YCR091W_YDR466W	-0.0418194	0	0	2.777777778	72	0	0	0	0	42	91
YCR091W_YDR477W	0.009925	0	0	2.727272727	220	0	0	0	1	38	80
YCR091W_YDR490C	0.0004	0	0	0	55	0	0	0	0	41	83
YCR091W_YDR507C	0.01277	0	0	2.222222222	90	0	0	0	1	37	79
YCR091W_YDR523C	0.004373	0	0	1.19047619	84	0	0	0	1	38	38
YCR091W_YER129W	-0.0108624	0	0	1.785714286	56	0	0	0	1	40	82
YCR091W_YFL033C	-0.011618	0	0	3.636363636	55	0	0	0	1	42	99
YCR091W_YFR014C	0.037638	0	0	2.427184466	206	0	0	0	1	42	88
YCR091W_YGL158W	-0.003615	0	0	4.733727811	169	0	0	0	0	6	48
YCR091W_YGL179C	-0.011959	0	0	2.586206897	116	0	0	0	0	38	80
YCR091W_YGL180W	-0.0110794	0	0	1.503759399	266	0	0	0	0	42	103
YCR091W_YGR040W	0.0110656	0	0	3.921568627	153	0	0	0	1	20	62
YCR091W_YGR052W	-0.006523	0	0	7.692307692	78	0	0	0	1	16	58
YCR091W_YGR092W	-0.2401242	0	0	10.94890511	137	0	0	0	1	36	78
YCR091W_YHR030C	0.0004064	0	0	0	105	0	0	0	1	34	76
YCR091W_YHR079C	-0.0095566	0	0	11.00917431	109	0	0	0	0	28	70
YCR091W_YHR082C	-0.0055614	0	0	6.607929515	227	0	0	0	1	42	85
YCR091W_YIL035C	-0.024812	0	0	0.657894737	152	0	0	0	1	41	83
YCR091W_YIL095W	-0.001405	0	0	8.181818182	110	0	0	0	0	33	75
YCR091W_YJL095W	0.002526	0	0	3.797468354	158	0	0	0	1	16	58
YCR091W_YJL106W	0.0182136	0	0	8.490566038	106	0	0	0	0	26	68
YCR091W_YJL128C	0.027129	0	0	1.5625	64	0	0	0	1	34	76
YCR091W_YJL141C	0.018862	0	0	0	92	0	0	0	0	38	38
YCR091W_YJL164C	-0.0341584	0	0	3.095975232	323	0	0	0	1	42	90
YCR091W_YJL165C	-0.0273726	0	0	11.86440678	59	0	0	0	0	36	78
YCR091W_YJL187C	-0.0058104	0	0	2.89017341	173	0	0	0	0	40	82
YCR091W_YJR059W	0.03981	0	0	5.128205128	234	0	0	0	1	42	85
YCR091W_YKL048C	0.039747	0	0	0	61	0	0	0	0	42	86
YCR091W_YKL101W	0.0107834	0	0	5.882352941	119	0	0	0	0	37	79
YCR091W_YKL116C	0.004024	0	0	4.6875	64	0	0	0	1	33	75
YCR091W_YKL139W	0.444972	0	0	1.136363636	88	0	0	0	1	31	73
YCR091W_YKL161C	-0.0208006	0	0	1.754385965	57	0	0	0	0	23	65
YCR091W_YKL166C	0.0083976	0	0	3.007518797	133	0	0	0	1	16	58
YCR091W_YKL168C	-0.0107224	0	0	1.851851852	54	0	0	0	1	42	86
YCR091W_YKL198C	0.048812	0	0	0	47	0	0	0	0	39	81
YCR091W_YLL019C	-0.024016	0	0	1.5625	64	0	0	0	0	38	38
YCR091W_YLR096W	0.0026124	0	0	2.34375	128	0	0	0	0	33	75
YCR091W_YLR113W	0.003783	0	0	0	81	0	0	0	1	32	74
YCR091W_YLR248W	-0.0184794	0	0	5.797101449	69	0	0	0	1	42	90
YCR091W_YMR104C	0.0254866	0	0	0	53	0	0	0	1	38	38
YCR091W_YMR139W	0.0211056	0	0	5.128205128	78	0	0	0	1	42	92
YCR091W_YMR291W	-0.0254406	0	0	0	53	0	0	0	1	42	106
YCR091W_YNL020C	0.0032894	0	0	0	59	0	0	0	0	27	69
YCR091W_YNR031C	0.0139606	0	0	0	52	0	0	0	1	29	71
YCR091W_YNR047W	0.017567	0	0	0	42	0	0	0	1	42	96
YCR091W_YOL016C	0.023667	0	0	3.571428571	84	0	0	0	1	41	83
YCR091W_YOL045W	-0.1027154	0	0	1.639344262	61	0	0	0	1	42	91
YCR091W_YOL113W	-0.0229796	0	0	7.317073171	82	0	0	0	0	42	85
YCR091W_YOL128C	0.021745	0	0	0	62	0	0	0	0	38	80
YCR091W_YOR061W	-0.060374	0	0	0	98	0	0	0	1	28	70
YCR091W_YOR231W	0.038621	0	0	3.076923077	65	0	0	0	0	42	87
YCR091W_YOR233W	0.012192	0	0	11.11111111	63	0	0	0	0	29	71
YCR091W_YOR267C	-0.002977	0	0	6.976744186	86	0	0	0	1	40	82
YCR091W_YOR351C	-0.0951296	0	0	3.125	96	0	0	0	0	38	38
YCR091W_YPL026C	0.0101996	0	0	8.974358974	78	0	0	0	1	42	157
YCR091W_YPL031C	-0.000194	0	0	1.918976546	469	0	0	0	1	42	84
YCR091W_YPL042C	0.070295	0	0	1.219512195	82	0	0	0	0	32	74
YCR091W_YPL140C	0.001078	0	0	0	57	0	0	0	1	29	71
YCR091W_YPL141C	0.000785	0	0	5.555555556	126	0	0	0	1	17	59
YCR091W_YPL150W	-0.0346766	0	0	1.315789474	76	0	0	0	0	41	83
YCR091W_YPL153C	-0.0195648	0	0	3.448275862	145	0	0	0	0	38	80
YCR091W_YPL203W	-0.00676	0	0	1.769911504	113	0	0	0	0	42	90
YCR091W_YPL209C	-0.0790216	0	0	0	121	0	0	0	0	17	59
YCR091W_YPR054W	-0.0407754	0	0	1.886792453	53	0	0	0	0	38	38
YCR091W_YPR111W	0.0111364	0	0	2.173913043	46	0	0	0	1	34	76
YCR091W_YPR161C	-0.1289156	0	0	0.900900901	111	0	0	0	0	28	70
YCR092C_YDL154W	0.002572	0	0	0	15	0	0	0	1	34	75
YCR092C_YDR097C	-0.020289	0	0	23.07692308	26	0	0	0	1	32	66
YCR092C_YFL003C	0.004104	0	0	0	13	0	0	0	1	10	44
YCR092C_YHR120W	-0.0116235	0	0	0	21	0	0	0	1	34	74
YCR092C_YOL090W	-0.0125423	0	0	11.11111111	27	0	0	0	1	28	62
YCR095C_YNL099C	0.005356	0	0	16.66666667	6	0	0	0	2	34	87
YCR098C_YDR497C	-0.0060029	0	0	0	15	0	0	0	0	17	71
YCR098C_YML123C	0.0162735	0	0	5.263157895	19	0	0	0	0	49	103
YCR098C_YOL103W	-0.0151635	0	0	0	53	0	0	0	0	17	71
YCR099C_YNR065C	-0.005097	0	0	0	53	0	0	0	0	31	76
YCR100C_YIL173W	-0.03898525	0	0	0	53	0	0	0	0	38	38
YCR100C_YNR065C	-0.010301	0	0	0	53	0	0	0	0	38	38
YCR100C_YNR066C	-0.03109395	0	0	0	53	0	0	0	0	38	38
YCR101C_YNR066C	-0.00746215	0	0	0	53	0	0	0	0	38	38
YCR102C_YLR460C	-0.05552	0	0	0	53	0	0	0	0	38	38
YCR102C_YNL134C	-0.0085008	0	0	0	53	0	0	0	1	38	38
YCR105W_YDL246C	0.0052495	0	0	0	4	0	0	0	0	38	38
YCR105W_YJR159W	-0.0090425	0	0	0	53	0	0	0	0	38	38
YCR105W_YLR070C	0.007423	0	0	0	53	0	0	0	0	38	38
YCR105W_YMR083W	0.005035	0	0	0	3	0	0	0	0	11	51
YCR105W_YMR303C	-0.022353	0	0	0	3	0	0	0	1	38	38
YCR105W_YMR318C	0.005117	0	0	0	4	0	0	0	1	11	39
YCR106W_YLL054C	-0.0093465	0	0	0	53	0	0	0	1	38	38
YCR106W_YOR363C	0.001494	0	0	0	53	0	0	0	1	38	38
YCR107W_YDL243C	-0.0262859	0	0	0	53	0	0	0	0	27	65
YCR107W_YJR155W	0.0094115	0	0	0	53	0	0	0	0	27	77
YCR107W_YOL165C	0.0583855	0	0	0	53	0	0	0	0	38	38
YCR107W_YPL088W	0.0313785	0	0	0	53	0	0	0	0	27	59
YDL001W_YDR282C	0.0082089	0	0	0	53	0	0	0	1	23	47
YDL001W_YFR048W	0.09758196	0	0	0	53	0	0	0	1	23	54
YDL002C_YDR174W	-0.101946	0	0	16.66666667	36	0	0	0	0	27	55
YDL006W_YER089C	-0.127867	0	0	5.555555556	18	1	0	0	1	27	58
YDL006W_YJL005W	-0.0188922	0	0	0	23	1	0	0	0	31	79
YDL007W_YDR394W	-0.03507341	0	0	40	35	0	0	0	0	38	79
YDL007W_YER047C	0.00586745	0	0	0	17	0	0	0	1	30	71
YDL007W_YGL048C	-0.11714976	0	0	25	52	0	0	0	0	31	72
YDL007W_YGR028W	0.03661461	0	0	0	22	0	0	0	0	38	79
YDL007W_YGR270W	0.00419864	0	0	0	103	0	0	0	0	41	82
YDL007W_YKL145W	-0.15831635	0	0	26.78571429	56	0	0	0	0	38	38
YDL007W_YKL197C	0.01747761	0	0	0	25	0	0	0	0	41	89
YDL007W_YLR397C	-0.08580928	0	0	0	21	0	0	0	1	38	38
YDL007W_YOR259C	0.13748685	0	0	13.63636364	22	0	0	0	0	41	84
YDL007W_YPL074W	-0.01861624	0	0	0	22	0	0	0	1	34	75
YDL007W_YPR173C	0.05616119	0	0	0	37	0	0	0	0	30	71
YDL010W_YDR513W	-0.0115016	0	0	0	8	0	0	0	0	38	93
YDL010W_YPL156C	-0.01512416	0	0	0	53	0	0	0	0	38	118
YDL017W_YDR247W	-0.2001335	0	0	0.952380952	105	0	0	0	2	29	79
YDL017W_YDR466W	0.01556401	0	0	1.25	80	0	0	0	1	29	78
YDL017W_YDR477W	0.07876375	0	0	0.865800866	231	0	0	0	2	29	67
YDL017W_YFL033C	0.0097547	0	0	1.587301587	63	0	0	0	2	29	86
YDL017W_YGL158W	0.01904975	0	0	1.657458564	181	0	0	0	1	6	35
YDL017W_YGR040W	-0.03025124	0	0	1.219512195	164	0	0	0	2	20	49
YDL017W_YGR052W	-0.03159705	0	0	0	91	0	0	0	2	16	45
YDL017W_YGR092W	-0.16922407	0	0	2.580645161	155	0	0	0	2	29	65
YDL017W_YHR030C	0.10570744	0	0	0.900900901	111	0	0	0	2	29	63
YDL017W_YIL035C	-0.0355852	0	0	0.628930818	159	0	0	0	2	29	70
YDL017W_YJL164C	-0.04365664	0	0	0.591715976	338	0	0	0	2	29	77
YDL017W_YKL048C	-0.07175755	0	0	0	68	0	0	0	1	29	73
YDL017W_YKL161C	-0.00306601	0	0	0	65	0	0	0	1	23	52
YDL017W_YKL166C	-0.00286404	0	0	1.408450704	142	0	0	0	2	16	45
YDL017W_YLR113W	-0.02680195	0	0	1.149425287	87	0	0	0	2	29	61
YDL017W_YLR248W	0.02563301	0	0	1.265822785	79	0	0	0	2	29	77
YDL017W_YNR031C	0.01643201	0	0	0	59	0	0	0	2	29	58
YDL017W_YOL113W	-0.00455566	0	0	2.150537634	93	0	0	0	1	29	72
YDL017W_YOL128C	-0.00108425	0	0	0	69	0	0	0	1	29	67
YDL017W_YOR061W	-0.0518729	0	0	0	105	0	0	0	2	28	57
YDL017W_YOR231W	0.02591035	0	0	0	74	0	0	0	1	29	74
YDL017W_YPL031C	0.0354501	0	0	1.464435146	478	0	0	0	2	29	71
YDL017W_YPL140C	-0.0239537	0	0	0	64	0	0	0	2	29	58
YDL017W_YPR054W	0.02160641	0	0	1.666666667	60	0	0	0	1	38	38
YDL017W_YPR111W	0.00800294	0	0	0	54	0	0	0	2	29	63
